meta,subject_id,topics_id,question_tags,slug,question_type,question,question_file,question_file_is_url,total_answers,answers,total_correct_answers,correct_answers,marks,time_to_spend,difficulty_level,hint,explanation,explanation_file,status,created_at,updated_at,question_l2,explanation_l2,correct_answers_value
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530302-at-what-time-between-7-and-8-oclock-will-the-hands-of-a-clock-be-in-the-same-straight-line-but-not-together-18471.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530356-at-what-time-between-7-and-8-oclock-will-the-hands-of-a-clock-be-in-the-same-straight-line-but-not-together-2-18471.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",5 <sup>5</sup>/<sub>11</sub> min. past 7
{topic_id:1520|topic:Clock|section:-|page:2|question:7. },1001,1520,Clock,1001W53M9WR5B71520,radio,"<div>At what time between 5.30 and 6 will the hands of a clock be at right angles?
</div>",,0,4,"[{""option_value"": ""43 <sup>5</sup>/<sub>11</sub> min. past 5"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""43 <sup>7</sup>/<sub>11</sub> min. past 5"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""40 min. past 5"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""45 min. past 5"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"At 5 o'clock, the hands are 25 min. spaces apart.<br>
To be at right angles and that too between 5.30 and 6, the minute hand has to gain (25 + 15) = 40 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
40 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530555-at-what-time-between-530-and-6-will-the-hands-of-a-clock-be-at-right-angles-18472.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530595-at-what-time-between-530-and-6-will-the-hands-of-a-clock-be-at-right-angles-2-18472.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time between 5.30 and 6 will the hands of a clock be at right angles?
</div>","At 5 o'clock, the hands are 25 min. spaces apart.<br>
To be at right angles and that too between 5.30 and 6, the minute hand has to gain (25 + 15) = 40 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
40 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530555-at-what-time-between-530-and-6-will-the-hands-of-a-clock-be-at-right-angles-18472.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530595-at-what-time-between-530-and-6-will-the-hands-of-a-clock-be-at-right-angles-2-18472.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",43 <sup>7</sup>/<sub>11</sub> min. past 5
{topic_id:1520|topic:Clock|section:-|page:2|question:8. },1001,1520,Clock,1001DVT7HQGCHT1520,radio,"<div>The angle between the minute hand and the hour hand of a clock when the time is 4.20, is:
</div>",,0,4,"[{""option_value"": ""0º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""10º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""5º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""20º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530684-the-angle-between-the-minute-hand-and-the-hour-hand-of-a-clock-when-the-time-is-420-is-18473.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>The angle between the minute hand and the hour hand of a clock when the time is 4.20, is:
</div>","<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530684-the-angle-between-the-minute-hand-and-the-hour-hand-of-a-clock-when-the-time-is-420-is-18473.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",10º
{topic_id:1520|topic:Clock|section:-|page:2|question:9. },1001,1520,Clock,1001TYR34XHVPH1520,radio,"<div>At what angle the hands of a clock are inclined at 15 minutes past 5?
</div>",,0,4,"[{""option_value"": ""58 <sup>1º</sup>/<sub>2</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""64º"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""67 <sup>1º</sup>/<sub>2</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""72 <sup>1º</sup>/<sub>2</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530822-at-what-angle-the-hands-of-a-clock-are-inclined-at-15-minutes-past-5-18474.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what angle the hands of a clock are inclined at 15 minutes past 5?
</div>","<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530822-at-what-angle-the-hands-of-a-clock-are-inclined-at-15-minutes-past-5-18474.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",67 <sup>1º</sup>/<sub>2</sub>
{topic_id:1520|topic:Clock|section:-|page:2|question:10. },1001,1520,Clock,1001E7E19SP8S71520,radio,"<div>At 3:40, the hour hand and the minute hand of a clock form an angle of:</div>",,0,4,"[{""option_value"": ""120°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""125°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""130°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""135°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530934-at-340-the-hour-hand-and-the-minute-hand-of-a-clock-form-an-angle-of-18475.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At 3:40, the hour hand and the minute hand of a clock form an angle of:</div>","<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497530934-at-340-the-hour-hand-and-the-minute-hand-of-a-clock-form-an-angle-of-18475.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",130°
{topic_id:1520|topic:Clock|section:-|page:3|question:11. },1001,1520,Clock,1001DTB6ZD3IXV1520,radio,"<div>How many times are the hands of a clock at right angle in a day?
</div>",,0,4,"[{""option_value"": ""22"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""24"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""44"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""48"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"In 12 hours, they are at right angles 22 times.<br>
∴ In 24 hours, they are at right angles 44 times.",NULL,1,,,"<div>How many times are the hands of a clock at right angle in a day?
</div>","In 12 hours, they are at right angles 22 times.<br>
∴ In 24 hours, they are at right angles 44 times.",44
{topic_id:1520|topic:Clock|section:-|page:3|question:12. },1001,1520,Clock,1001BJY1FW65F51520,radio,"<div>The angle between the minute hand and the hour hand of a clock when the time is 8.30, is:
</div>",,0,4,"[{""option_value"": ""80°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""75°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""60°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""105°"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"<br> <img src=""/images/solution-image/arithmetic-ability/clock/1497531078-the-angle-between-the-minute-hand-and-the-hour-hand-of-a-clock-when-the-time-is-830-is-18477.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>The angle between the minute hand and the hour hand of a clock when the time is 8.30, is:
</div>","<br> <img src=""/images/solution-image/arithmetic-ability/clock/1497531078-the-angle-between-the-minute-hand-and-the-hour-hand-of-a-clock-when-the-time-is-830-is-18477.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",75°
{topic_id:1520|topic:Clock|section:-|page:3|question:13. },1001,1520,Clock,1001RWU12MJNEX1520,radio,"<div>How many times in a day, are the hands of a clock in straight line but opposite in direction?
</div>",,0,4,"[{""option_value"": ""20"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""22"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""24"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""48"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"The hands of a clock point in opposite directions (in the same straight line) 11 times in every 12 hours. (Because between 5 and 7 they point in opposite directions at 6 o'clcok only).<br>
So, in a day, the hands point in the opposite directions 22 times.",NULL,1,,,"<div>How many times in a day, are the hands of a clock in straight line but opposite in direction?
</div>","The hands of a clock point in opposite directions (in the same straight line) 11 times in every 12 hours. (Because between 5 and 7 they point in opposite directions at 6 o'clcok only).<br>
So, in a day, the hands point in the opposite directions 22 times.",22
{topic_id:1520|topic:Clock|section:-|page:3|question:14. },1001,1520,Clock,1001L4J91XJYWK1520,radio,"<div>At what time between 4 and 5 o'clock will the hands of a watch point in opposite directions?
</div>",,0,4,"[{""option_value"": ""45 min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""40 min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""50 <sup>4</sup>/<sub>11</sub> min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""54<sup>6</sup>/<sub>11</sub> min. past 4"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,4,5,60,easy,,"At 4 o'clock, the hands of the watch are 20 min. spaces apart.<br>
To be in opposite directions, they must be 30 min. spaces apart.<br>
∴ Minute hand will have to gain 50 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
50 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531415-at-what-time-between-4-and-5-oclock-will-the-hands-of-a-watch-point-in-opposite-directions-18479.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531457-at-what-time-between-4-and-5-oclock-will-the-hands-of-a-watch-point-in-opposite-directions-2-18479.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time between 4 and 5 o'clock will the hands of a watch point in opposite directions?
</div>","At 4 o'clock, the hands of the watch are 20 min. spaces apart.<br>
To be in opposite directions, they must be 30 min. spaces apart.<br>
∴ Minute hand will have to gain 50 min. spaces.<br>
55 min. spaces are gained in 60 min.<br>
50 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531415-at-what-time-between-4-and-5-oclock-will-the-hands-of-a-watch-point-in-opposite-directions-18479.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531457-at-what-time-between-4-and-5-oclock-will-the-hands-of-a-watch-point-in-opposite-directions-2-18479.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",54<sup>6</sup>/<sub>11</sub> min. past 4
{topic_id:1520|topic:Clock|section:-|page:3|question:15. },1001,1520,Clock,1001MPSYL6O39R1520,radio,"<div>At what time between 9 and 10 o'clock will the hands of a watch be together?
</div>",,0,4,"[{""option_value"": ""45 min. past 9"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""50 min. past 9"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""49 <sup>1</sup>/<sub>11</sub> min. past 9"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""48 <sup>2</sup>/<sub>11</sub> min. past 9"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"To be together between 9 and 10 o'clock, the minute hand has to gain 45 min. spaces.<br>
55 min. spaces gained in 60 min.<br>
45 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531594-at-what-time-between-9-and-10-oclock-will-the-hands-of-a-watch-be-together-18480.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531643-at-what-time-between-9-and-10-oclock-will-the-hands-of-a-watch-be-together-2-18480.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time between 9 and 10 o'clock will the hands of a watch be together?
</div>","To be together between 9 and 10 o'clock, the minute hand has to gain 45 min. spaces.<br>
55 min. spaces gained in 60 min.<br>
45 min. spaces are gained in<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531594-at-what-time-between-9-and-10-oclock-will-the-hands-of-a-watch-be-together-18480.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531643-at-what-time-between-9-and-10-oclock-will-the-hands-of-a-watch-be-together-2-18480.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",49 <sup>1</sup>/<sub>11</sub> min. past 9
{topic_id:1520|topic:Clock|section:-|page:4|question:16. },1001,1520,Clock,1001PXAQQDDFSK1520,radio,"<div>At what time, in minutes, between 3 o'clock and 4 o'clock, both the needles will coincide each other?
</div>",,0,4,"[{""option_value"": ""5 <sup>1""</sup>/<sub>11</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""12 <sup>4""</sup>/<sub>11</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""13 <sup>4""</sup>/<sub>11</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""16 <sup>4""</sup>/<sub>11</sub>"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,4,5,60,easy,,"At 3 o'clock, the minute hand is 15 min. spaces apart from the hour hand.<br>
To be coincident, it must gain 15 min. spaces.<br>
55 min. are gained in 60 min.<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531837-at-what-time-in-minutes-between-3-oclock-and-4-oclock-both-the-needles-will-coincide-each-other-18481.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">",NULL,1,,,"<div>At what time, in minutes, between 3 o'clock and 4 o'clock, both the needles will coincide each other?
</div>","At 3 o'clock, the minute hand is 15 min. spaces apart from the hour hand.<br>
To be coincident, it must gain 15 min. spaces.<br>
55 min. are gained in 60 min.<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497531837-at-what-time-in-minutes-between-3-oclock-and-4-oclock-both-the-needles-will-coincide-each-other-18481.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image"">","16 <sup>4""</sup>/<sub>11</sub>"
{topic_id:1520|topic:Clock|section:-|page:4|question:17. },1001,1520,Clock,1001URU4MKJS491520,radio,"<div>How many times do the hands of a clock coincide in a day?
</div>",,0,4,"[{""option_value"": ""20"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""21"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""22"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""24"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"The hands of a clock coincide 11 times in every 12 hours (Since between 11 and 1, they coincide only once, <em>i.e.,</em> at 12 o'clock).<br>

<strong>AM</strong>
12:00<br>
1:05<br> 
2:11<br> 
3:16<br> 
4:22<br> 
5:27<br> 
6:33<br> 
7:38<br> 
8:44<br> 
9:49<br> 
10:55<br><br>

<strong>PM</strong><br>
12:00<br> 
1:05<br> 
2:11<br> 
3:16<br> 
4:22<br> 
5:27<br> 
6:33<br> 
7:38<br> 
8:44<br> 
9:49<br> 
10:55<br>
The hands overlap about every 65 minutes, not every 60 minutes. <br>
∴ The hands coincide 22 times in a day.",NULL,1,,,"<div>How many times do the hands of a clock coincide in a day?
</div>","The hands of a clock coincide 11 times in every 12 hours (Since between 11 and 1, they coincide only once, <em>i.e.,</em> at 12 o'clock).<br>

<strong>AM</strong>
12:00<br>
1:05<br> 
2:11<br> 
3:16<br> 
4:22<br> 
5:27<br> 
6:33<br> 
7:38<br> 
8:44<br> 
9:49<br> 
10:55<br><br>

<strong>PM</strong><br>
12:00<br> 
1:05<br> 
2:11<br> 
3:16<br> 
4:22<br> 
5:27<br> 
6:33<br> 
7:38<br> 
8:44<br> 
9:49<br> 
10:55<br>
The hands overlap about every 65 minutes, not every 60 minutes. <br>
∴ The hands coincide 22 times in a day.",22
{topic_id:1520|topic:Clock|section:-|page:4|question:18. },1001,1520,Clock,1001SNVK1TVWSV1520,radio,"<div>How many times in a day, the hands of a clock are straight?
</div>",,0,4,"[{""option_value"": ""22"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""24"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""44"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""48"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,3,5,60,easy,,"In 12 hours, the hands coincide or are in opposite direction 22 times.<br>
∴ In 24 hours, the hands coincide or are in opposite direction 44 times a day.",NULL,1,,,"<div>How many times in a day, the hands of a clock are straight?
</div>","In 12 hours, the hands coincide or are in opposite direction 22 times.<br>
∴ In 24 hours, the hands coincide or are in opposite direction 44 times a day.",44
{topic_id:1520|topic:Clock|section:-|page:4|question:19. },1001,1520,Clock,1001HX7G2FMLW91520,radio,"<div>A watch which gains uniformly is 2 minutes low at noon on Monday and is 4 min. 48 sec fast at 2 p.m. on the following Monday. When was it correct?
</div>",,0,4,"[{""option_value"": ""2 p.m. on Tuesday"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""2 p.m. on Wednesday"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""3 p.m. on Thursday"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"},{""option_value"": ""1 p.m. on Friday"", ""optionl2_value"": """", ""has_file"": 0, ""file_name"": """"}]",1,2,5,60,easy,,"Time from 12 p.m. on Monday to 2 p.m. on the following Monday = 7 days 2 hours = 170 hours.<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497532243-a-watch-which-gains-uniformly-is-2-minutes-low-at-noon-on-monday-and-is-4-min-48-sec-fast-at-2-pm-on-the-following-monday-when-was-it-18484.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
∴ Watch is correct 2 days 2 hrs. after 12 p.m. on Monday <em>i.e.</em>, it will be correct at 2 p.m. on Wednesday.",NULL,1,,,"<div>A watch which gains uniformly is 2 minutes low at noon on Monday and is 4 min. 48 sec fast at 2 p.m. on the following Monday. When was it correct?
</div>","Time from 12 p.m. on Monday to 2 p.m. on the following Monday = 7 days 2 hours = 170 hours.<br>
 <img src=""/images/solution-image/arithmetic-ability/clock/1497532243-a-watch-which-gains-uniformly-is-2-minutes-low-at-noon-on-monday-and-is-4-min-48-sec-fast-at-2-pm-on-the-following-monday-when-was-it-18484.JPG"" title=""Clock mcq solution image"" alt=""Clock mcq solution image""><br>
∴ Watch is correct 2 days 2 hrs. after 12 p.m. on Monday <em>i.e.</em>, it will be correct at 2 p.m. on Wednesday.",2 p.m. on Wednesday
